name,age,nationality,height_cm,weight_kgs,body_type,positions,acceleration,sprint_speed,agility,dribbling,ball_control,short_passing,long_passing,vision,finishing,positioning,interceptions,standing_tackle,sliding_tackle,strength,stamina,crossing,heading_accuracy,volleys,curve,freekick_accuracy,shot_power,jumping,long_shots,aggression,marking,reactions,balance,composure,penalties,overall_rating,potential,value_euro,wage_euro,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),potential_level,growth_index,strength_index,attacking_score,midfield_score,defensive_score,recommended_role
C. Taylor,32,England,182.88,73.0,Lean,"LM,RM,CAM",75,74,71,66,66,62,63,62,57,56,29,50,49,63,68,64,50,56,60,59,61,74,55,59,34,60,65,57,55,65,65,475000.0,3000.0,1,4,3,Low,0,63.0,60.0,63.75,47.75,Midfielder
E. Clarke,20,England,172.72,69.9,Lean,LB,66,55,49,48,31,29,21,38,25,43,45,52,49,52,62,40,38,21,34,32,26,62,26,54,45,46,42,30,39,48,59,40000.0,1000.0,1,2,2,Low,11,40.4,35.5,37.5,49.5,Defender
P. Petrović,23,Sweden,152.4,69.9,Normal,"LW,RW",73,67,81,65,64,61,58,60,58,55,25,35,33,38,46,60,35,43,55,23,65,68,57,51,38,43,73,61,26,61,66,325000.0,1000.0,1,3,3,Low,5,58.0,60.75,56.25,32.75,Attacker
L. Reed,21,England,172.72,59.9,Lean,"CM,CDM",70,67,75,65,68,69,66,66,48,58,57,60,57,56,71,50,44,40,45,61,52,68,53,72,48,56,86,63,43,65,74,825000.0,3000.0,1,3,3,Medium,9,63.8,55.75,68.0,57.5,Midfielder
J. Arias,25,Uruguay,175.26,78.9,Normal,ST,61,58,67,62,64,60,37,53,76,70,19,17,15,70,65,38,69,52,47,42,70,69,65,57,30,61,70,68,70,68,73,1200000.0,7000.0,1,3,2,Medium,5,63.2,69.5,53.75,30.25,Attacker
E. Smith,22,Sweden,193.04,86.2,Normal,"CDM,CM,CB",64,67,62,61,64,67,72,63,50,51,61,56,44,82,67,43,41,43,44,39,74,59,61,69,62,62,56,57,41,65,73,700000.0,4000.0,1,3,2,Medium,8,61.6,59.0,67.25,60.75,Midfielder
J. Clasie,27,Netherlands,170.18,66.2,Normal,"CM,CDM",69,61,74,70,80,80,74,78,55,65,80,71,61,67,68,66,27,72,77,70,79,68,73,81,71,74,91,73,64,76,77,8500000.0,44000.0,2,4,3,Medium,1,70.2,67.25,75.0,69.75,Midfielder
E. Galekovic,37,Australia,187.96,91.2,Stocky,GK,38,36,35,21,24,35,35,47,15,15,25,20,15,60,34,14,12,15,14,12,18,68,15,31,17,63,56,62,21,66,66,40000.0,2000.0,1,2,1,Low,0,30.4,17.25,37.75,30.0,Midfielder
J. Harris,31,England,170.18,73.0,Stocky,CM,66,61,68,43,60,67,64,45,56,35,51,66,62,44,65,53,27,46,39,59,60,41,62,79,55,56,60,40,36,58,58,110000.0,2000.0,1,2,2,Low,0,55.2,48.5,60.25,55.75,Midfielder
Y. Wildschut,27,Netherlands,187.96,86.2,Stocky,"LM,LW,ST",77,84,71,76,68,65,62,54,66,63,52,54,47,79,66,62,53,59,67,61,81,53,63,70,45,59,66,67,60,68,68,950000.0,11000.0,1,2,3,Medium,0,65.4,71.5,61.75,58.0,Attacker
G. Acampora,24,Italy,152.4,78.0,Normal,"CM,CDM",64,57,58,65,67,69,62,52,56,63,61,60,54,64,75,56,41,46,59,61,70,71,68,54,42,60,75,62,55,64,70,600000.0,1000.0,1,2,3,Medium,6,63.4,63.5,64.5,59.75,Midfielder
Alex Sola,19,Spain,152.4,74.8,Normal,RB,71,72,55,62,64,65,59,45,40,64,64,64,65,65,75,65,45,33,56,31,48,60,43,61,62,64,67,60,37,66,81,1200000.0,3000.0,1,3,2,Medium,15,57.4,53.5,61.0,64.5,Defender
T. Dähne,25,Germany,193.04,83.9,Normal,GK,57,58,36,12,25,29,24,16,14,17,20,16,13,72,38,14,17,16,20,15,20,54,20,27,10,59,41,50,26,63,68,350000.0,1000.0,1,4,1,Medium,5,21.8,15.75,26.75,30.25,Defender
Gao Lin,33,China PR,185.42,74.8,Normal,"ST,LW,RW,LM",75,71,70,66,65,70,60,75,67,72,58,52,51,79,73,66,73,59,58,60,83,70,67,62,46,69,67,68,76,72,72,2500000.0,14000.0,1,4,3,Medium,0,70.2,72.0,69.5,60.0,Attacker
M. Nyatama,31,South Africa,175.26,81.2,Normal,"CAM,CM,RW",75,74,61,73,75,75,67,66,72,65,30,46,34,68,70,64,59,63,52,52,70,50,71,43,64,58,58,70,57,71,71,2200000.0,1000.0,1,4,3,Medium,0,71.2,70.0,69.5,44.5,Attacker
A. McCarthy,29,England,193.04,78.9,Lean,GK,58,56,35,17,17,33,35,50,17,16,22,13,12,63,35,11,16,12,15,18,20,68,14,35,13,69,43,61,41,77,78,7000000.0,37000.0,1,2,1,Medium,1,30.4,17.5,38.25,27.5,Midfielder
Cao Ziheng,24,China PR,175.26,67.1,Normal,ST,73,76,76,53,52,52,53,44,57,55,34,32,33,65,66,28,49,57,44,34,58,75,52,68,23,57,73,45,59,58,64,180000.0,2000.0,1,3,2,Low,6,54.4,55.75,53.75,41.0,Attacker
P. Ngawa,27,Belgium,187.96,74.8,Normal,"RB,CB,LB",77,82,71,61,62,57,52,39,33,38,64,70,69,72,73,59,64,32,39,32,56,72,45,67,65,63,60,60,41,68,69,850000.0,2000.0,1,3,2,Medium,1,52.6,47.0,55.25,68.75,Defender
K. Scherpen,19,Netherlands,203.2,84.8,Normal,GK,37,46,37,12,17,26,25,31,9,8,7,11,10,69,37,11,10,8,12,13,19,42,8,25,14,60,42,51,12,66,80,1100000.0,1000.0,1,5,1,Medium,14,23.0,12.0,29.75,24.25,Midfielder
André Simões,29,Portugal,152.4,73.9,Lean,"CDM,CM",77,82,75,73,76,74,74,74,65,62,74,79,79,68,87,68,70,60,68,47,75,77,72,61,72,74,74,74,65,76,76,6000000.0,1000.0,1,3,3,Medium,0,74.6,68.75,77.25,75.0,Midfielder
E. Goldaniga,25,Italy,187.96,82.1,Normal,CB,43,55,42,48,59,57,56,19,22,13,74,73,72,78,56,27,71,26,29,33,55,79,41,73,74,70,35,64,34,73,74,4000000.0,29000.0,1,3,2,Medium,1,40.4,34.5,47.0,74.25,Defender
L. Dreher,20,England,182.88,77.1,Lean,CM,61,68,72,56,63,64,64,61,44,42,53,47,46,67,57,41,49,33,48,46,56,61,51,45,40,53,70,48,47,59,75,325000.0,3000.0,1,3,2,Medium,16,56.4,49.5,61.5,53.25,Midfielder
Zhang Xiaofei,36,China PR,152.4,73.9,Normal,"LB,LWB",56,36,42,57,67,65,64,52,49,31,67,68,63,78,49,62,68,56,45,45,48,49,52,57,66,69,59,61,43,63,63,80000.0,2000.0,1,3,2,Low,0,54.4,46.25,57.5,69.0,Defender
F. Al Johani,27,Saudi Arabia,175.26,67.1,Normal,"RM,ST,CAM",77,76,66,61,58,54,39,49,66,58,17,18,17,72,63,64,53,54,47,53,62,59,58,56,34,58,66,59,64,61,61,270000.0,4000.0,1,3,3,Low,0,58.6,61.75,51.25,31.0,Attacker
N. Antonitsch,27,Austria,185.42,81.2,Normal,"CB,RB",55,61,63,31,44,52,38,32,21,24,66,69,67,83,77,24,62,29,27,24,52,75,33,65,64,50,68,55,41,66,69,675000.0,1000.0,1,2,2,Medium,3,42.6,32.0,49.75,71.25,Defender
L. Watkins,19,England,175.26,79.8,Normal,CM,53,55,31,41,37,48,47,54,32,51,44,44,47,55,61,32,45,31,32,43,41,54,34,44,35,47,61,46,34,47,63,60000.0,1000.0,1,3,2,Low,16,47.2,41.25,52.5,47.5,Midfielder
Hwang Hyun Soo,23,Korea Republic,182.88,79.8,Normal,CB,53,61,42,25,54,48,30,23,34,34,73,67,66,81,57,21,70,48,23,47,59,75,48,61,60,57,65,62,46,67,69,800000.0,2000.0,1,4,2,Medium,2,37.4,38.0,39.5,71.75,Defender
Welthon,26,Brazil,154.94,79.8,Stocky,ST,75,77,72,75,74,67,52,67,72,72,26,21,19,75,64,64,69,72,81,79,85,82,65,76,22,71,70,74,76,74,76,7000000.0,11000.0,1,3,4,Medium,2,69.0,76.0,62.5,35.25,Attacker
João Moutinho,21,Portugal,182.88,69.9,Normal,"LB,CB",65,64,48,55,60,62,40,33,19,22,67,65,64,65,65,55,62,28,28,27,35,72,16,58,65,66,64,46,34,65,79,1100000.0,2000.0,1,2,2,Medium,14,46.8,32.75,50.0,65.25,Defender
F. Campbell,31,England,172.72,82.1,Normal,ST,77,72,69,68,67,62,46,62,70,70,22,35,28,62,68,64,69,66,46,58,68,74,61,75,39,69,79,68,68,69,69,1000000.0,15000.0,2,3,3,Medium,0,66.0,69.0,59.5,36.75,Attacker
Jairo,25,Spain,172.72,68.9,Normal,"LM,RM",86,84,83,79,74,71,64,67,64,71,29,31,28,50,66,68,49,60,71,60,69,73,65,54,25,71,87,68,75,74,77,7000000.0,12000.0,2,4,3,Medium,3,69.4,70.75,67.0,34.5,Attacker
Y. Zahary,20,France,190.5,82.1,Normal,CB,64,62,48,31,38,37,31,28,29,30,56,65,64,77,57,31,56,27,27,35,46,72,25,57,58,47,47,45,48,60,71,300000.0,1000.0,1,3,2,Medium,11,36.4,34.0,38.25,65.5,Defender
D. Pudil,33,Czech Republic,185.42,82.1,Normal,"CB,LB",56,53,67,62,67,67,66,59,49,59,64,69,67,74,75,71,63,54,71,69,74,63,68,78,63,65,59,71,61,68,68,525000.0,10000.0,1,2,2,Medium,0,62.4,61.0,66.75,68.5,Defender
Long Cheng,23,China PR,185.42,77.1,Normal,"CB,RB",66,69,77,54,56,55,54,47,34,51,56,61,56,73,74,47,54,33,34,42,38,67,49,60,57,50,51,50,47,60,64,230000.0,2000.0,1,2,2,Low,4,52.8,44.25,57.5,61.5,Defender
C. Cuevas,23,Chile,175.26,64.9,Lean,"LB,LWB",79,81,85,69,66,67,62,55,56,70,60,66,70,51,70,69,57,30,71,50,61,75,63,77,66,57,74,57,50,68,73,1000000.0,6000.0,1,3,3,Medium,5,63.4,64.0,63.5,61.75,Attacker
José Cañas,31,Spain,152.4,68.9,Normal,"CDM,CM",55,52,57,48,68,74,72,67,35,57,80,77,71,72,74,53,50,27,47,56,54,60,58,84,70,75,68,72,47,75,75,4500000.0,1000.0,1,3,2,Medium,0,59.6,48.5,71.75,75.0,Defender
J. Verlaat,22,Netherlands,193.04,91.2,Normal,CB,47,51,49,35,52,57,51,37,21,23,62,67,66,90,45,29,73,35,25,27,41,33,17,74,67,62,39,58,35,68,74,1000000.0,3000.0,1,3,2,Medium,6,39.0,30.0,47.5,71.25,Defender
J. Domínguez,31,Mexico,175.26,73.0,Normal,"CB,RB",66,68,66,55,61,62,57,56,29,44,70,70,69,74,70,58,67,38,45,47,61,84,50,71,70,66,63,58,30,70,70,1300000.0,13000.0,1,2,2,Medium,0,54.4,47.25,61.25,70.75,Defender
R. Grym,19,Poland,182.88,76.2,Normal,CM,64,69,57,49,47,63,52,51,29,48,37,46,49,50,56,43,45,41,35,36,55,57,38,61,33,47,64,38,40,51,63,60000.0,1000.0,1,2,2,Low,12,49.6,45.25,55.5,45.5,Midfielder
C. Thompson,25,England,152.4,77.1,Normal,CM,84,85,79,64,63,64,62,63,51,58,56,57,54,77,86,54,52,38,43,46,57,79,53,77,58,63,77,62,53,64,67,575000.0,2000.0,1,3,3,Low,3,65.6,57.5,68.75,61.0,Midfielder
A. Danjuma Groeneveld,22,Netherlands,152.4,78.0,Normal,"LM,RM,ST",86,81,78,80,81,72,67,68,74,70,32,52,47,66,78,71,44,55,76,57,80,60,82,55,35,68,74,73,44,76,85,12000000.0,17000.0,1,4,4,High,9,74.4,76.0,71.25,49.25,Attacker
L. Augustinsson,24,Sweden,154.94,72.1,Lean,LB,77,79,76,73,74,73,74,73,55,65,73,76,77,65,89,78,56,54,75,70,69,69,59,68,73,73,72,74,62,77,82,10000000.0,22000.0,1,2,3,High,5,72.6,65.5,77.25,72.75,Midfielder
F. Bastians,30,Germany,187.96,83.0,Lean,"CB,LB",70,53,66,54,56,72,68,58,56,58,75,74,73,77,83,74,72,68,69,68,73,73,61,69,78,74,64,70,65,74,74,4200000.0,13000.0,1,3,2,Medium,0,64.6,60.25,70.25,74.75,Defender
D. Akpeyi,33,Nigeria,187.96,93.9,Normal,GK,26,22,30,10,11,17,19,24,7,8,7,14,13,37,17,13,11,6,13,13,22,54,5,26,23,38,33,28,12,64,64,260000.0,1000.0,1,2,1,Low,0,15.0,11.75,19.25,17.75,Midfielder
E. Kwateng,21,France,154.94,74.8,Lean,RB,67,68,69,68,69,69,66,56,30,36,73,73,70,58,59,69,68,39,30,31,41,60,38,64,68,65,63,61,37,70,78,2200000.0,9000.0,1,2,3,Medium,8,56.4,43.75,62.5,68.5,Defender
Cris,35,Portugal,152.4,72.1,Normal,"CDM,CM",47,53,70,63,67,68,68,61,44,63,71,73,69,64,63,60,66,43,59,55,62,82,58,73,67,68,67,68,68,69,69,325000.0,6000.0,1,3,3,Medium,0,59.8,58.0,65.0,69.25,Defender
Luís Leal,31,São Tomé & Príncipe,175.26,69.9,Stocky,ST,73,72,69,65,69,62,57,61,71,71,34,30,27,75,68,64,67,69,62,71,81,61,69,72,30,75,74,66,66,72,72,2800000.0,15000.0,1,3,3,Medium,0,65.4,72.0,62.0,41.5,Attacker
C. Molinaro,35,Italy,182.88,82.1,Normal,"LB,LM",66,69,65,69,64,70,61,54,33,62,74,74,74,68,65,74,63,53,67,44,69,74,56,76,72,71,68,75,63,72,72,875000.0,11000.0,2,2,3,Medium,0,58.2,58.25,62.5,72.5,Defender
L. Schwechlen,29,France,182.88,78.0,Normal,"LB,CB",60,52,56,45,60,65,44,36,16,39,66,67,67,74,71,64,70,17,25,35,18,71,14,68,60,66,60,59,29,65,65,400000.0,4000.0,1,2,2,Low,0,46.6,29.5,54.0,68.5,Defender
B. Kayal,30,Israel,152.4,73.9,Normal,CM,66,66,74,72,71,74,72,72,54,62,67,71,68,69,85,65,64,53,58,57,72,92,67,83,68,68,72,74,58,72,72,2900000.0,31000.0,1,3,3,Medium,0,71.4,65.0,75.75,68.75,Midfielder
G. Svensson,32,Sweden,182.88,77.1,Normal,"CDM,CB,CM",52,44,48,64,70,75,69,64,34,50,73,73,72,77,85,49,65,45,55,33,66,73,47,82,69,74,59,72,45,74,74,3800000.0,7000.0,1,2,3,Medium,0,64.4,53.5,73.25,73.75,Defender
Y. Gouffran,32,France,175.26,76.2,Normal,"LM,RM",76,71,79,71,75,72,69,71,69,71,41,53,42,75,65,66,75,76,67,49,77,74,66,56,51,74,76,78,77,72,72,2400000.0,18000.0,2,3,3,Medium,0,69.6,72.0,69.25,52.75,Attacker
Y. Tolosa,19,Colombia,170.18,68.0,Lean,CAM,75,71,73,63,63,64,60,59,47,57,27,26,36,43,49,57,30,38,48,53,48,53,45,41,32,54,84,52,48,61,74,475000.0,1000.0,1,3,3,Medium,13,56.4,53.75,58.0,33.0,Midfielder
J. Słowik,27,Poland,190.5,82.1,Normal,GK,46,32,34,14,10,20,21,24,15,12,16,14,13,57,21,14,14,15,11,18,13,46,14,24,17,62,36,57,18,65,67,450000.0,2000.0,1,2,1,Low,2,18.8,13.5,21.5,25.0,Defender
Aythami Artiles,32,Spain,182.88,78.0,Normal,CB,31,32,57,50,59,70,68,39,58,42,67,76,69,81,73,45,76,47,44,41,38,79,37,76,68,66,56,67,36,72,72,1800000.0,8000.0,1,3,2,Medium,0,58.0,47.0,62.5,73.25,Defender
A. Marin,18,Croatia,182.88,78.0,Lean,"LW,RW,CAM",81,78,74,73,69,60,53,53,58,56,34,31,29,49,47,52,41,52,57,51,58,52,60,47,28,58,43,61,39,64,85,975000.0,1000.0,1,4,3,High,21,58.2,61.25,53.25,35.75,Attacker
D. Mast,27,Germany,185.42,78.9,Lean,"LM,LWB",85,84,72,69,63,63,44,60,60,57,28,29,26,67,67,64,44,51,49,56,64,64,39,41,41,62,65,61,52,66,66,700000.0,3000.0,1,3,3,Low,0,63.8,62.5,58.5,37.5,Attacker
I. Oda,20,Japan,172.72,68.0,Normal,"LB,CB",61,63,43,34,52,58,51,29,23,28,61,60,57,63,65,55,59,22,21,29,35,78,18,50,59,50,56,48,36,59,74,300000.0,1000.0,1,4,2,Medium,15,41.8,30.0,50.75,60.25,Defender
B. Comley,23,Montserrat,154.94,72.1,Lean,"CM,CDM",73,69,68,58,61,63,61,57,40,54,64,64,62,71,81,55,56,44,58,56,60,70,48,62,62,62,69,63,48,62,70,450000.0,3000.0,1,3,2,Medium,8,59.8,53.0,65.5,65.25,Midfielder
B. Hernández,24,Mexico,172.72,72.1,Lean,LB,68,69,59,55,59,39,30,38,30,51,54,60,62,61,38,59,52,30,38,40,33,54,36,58,48,54,68,40,41,56,59,90000.0,1000.0,1,3,2,Low,3,40.0,42.25,36.25,59.25,Defender
Carlos Blanco,23,Spain,187.96,69.9,Normal,CB,41,39,45,47,60,63,70,54,13,20,61,65,61,70,54,26,70,45,40,30,70,73,68,63,70,53,65,58,38,65,72,650000.0,6000.0,1,3,2,Medium,7,46.2,37.5,60.25,64.25,Defender
M. Correia,29,Portugal,185.42,81.2,Normal,CB,62,64,63,58,67,68,61,59,38,42,72,69,66,76,62,63,67,25,48,33,44,79,33,67,70,68,58,68,37,71,71,1800000.0,8000.0,1,4,2,Medium,0,57.0,45.5,62.5,70.75,Defender
D. Saddiki,22,Netherlands,152.4,77.1,Normal,"CDM,CM",55,67,55,61,62,68,66,61,50,47,66,66,62,63,71,56,58,46,50,55,61,64,60,65,64,64,66,64,46,66,73,775000.0,2000.0,1,3,2,Medium,7,62.2,54.75,66.5,64.25,Midfielder
Getterson,27,Brazil,152.4,72.1,Normal,"ST,LM",78,77,74,67,65,60,32,54,65,66,29,30,21,66,69,63,62,64,49,25,72,70,60,71,15,64,56,52,55,67,67,825000.0,4000.0,1,4,3,Low,0,63.0,67.5,53.75,36.5,Attacker
S. Strózik,19,Poland,193.04,83.9,Normal,RM,74,70,69,54,56,51,31,45,57,55,18,15,17,62,50,43,53,41,36,27,60,62,47,34,39,52,63,44,21,54,64,110000.0,1000.0,1,3,2,Low,10,51.4,56.5,44.25,28.0,Attacker
K. Ayhan,24,Turkey,182.88,83.9,Normal,"CB,CDM",65,66,67,64,68,74,71,65,35,50,74,76,73,77,68,68,69,41,82,74,83,86,71,75,75,75,64,75,47,75,79,7500000.0,22000.0,1,4,3,Medium,4,61.2,58.0,69.5,75.0,Defender
J. Contreras,24,Venezuela,185.42,83.0,Normal,GK,15,25,36,7,14,23,18,51,8,8,7,13,12,61,23,13,11,16,13,10,17,68,8,22,9,60,37,50,14,65,72,550000.0,1000.0,1,3,1,Medium,7,22.4,10.0,28.75,23.25,Midfielder
Querol,30,Spain,182.88,74.8,Lean,"RM,LM,ST",82,85,72,64,67,65,55,59,66,65,45,57,42,70,62,69,57,53,49,51,67,60,59,71,58,69,59,58,65,68,68,875000.0,5000.0,1,3,3,Medium,0,63.2,65.5,60.25,53.5,Attacker
J. Flores,23,England,154.94,74.8,Normal,"CM,LM,CAM",75,68,74,64,64,66,58,70,56,69,45,48,50,59,61,61,39,58,68,61,54,60,55,58,51,58,80,65,56,63,71,525000.0,1000.0,1,3,3,Medium,8,63.4,60.75,63.75,50.5,Midfielder
M. Balanta,29,Colombia,152.4,77.1,Stocky,"RM,CAM",76,77,71,71,66,65,59,66,64,63,24,27,22,70,71,65,63,48,26,28,64,58,52,55,60,64,65,65,56,68,68,900000.0,2000.0,1,3,3,Medium,0,67.4,65.5,65.25,35.75,Attacker
Fabiano Sonta,27,Brazil,154.94,82.1,Stocky,"CB,CDM",47,54,69,46,50,69,65,51,33,37,77,73,65,85,56,39,72,46,33,49,54,62,43,78,76,73,71,75,44,74,74,4900000.0,22000.0,1,3,2,Medium,0,51.0,42.5,60.25,75.0,Defender
A. Briançon,24,France,185.42,78.9,Stocky,CB,66,54,57,45,63,74,64,65,34,49,72,76,71,81,76,36,73,40,42,39,68,71,63,76,73,60,64,72,43,74,78,6000000.0,13000.0,1,2,2,Medium,4,58.8,49.0,69.75,75.0,Defender
Wang Jie,30,China PR,185.42,83.0,Stocky,CB,50,59,43,52,52,55,55,31,39,22,50,65,57,87,65,23,56,33,32,28,66,73,46,65,60,56,51,58,33,63,63,290000.0,4000.0,1,2,2,Low,0,48.4,44.75,51.5,64.75,Defender
O. Patrick,22,England,185.42,73.0,Lean,ST,77,81,68,57,56,52,45,53,58,54,30,24,22,68,69,40,51,43,48,34,54,65,52,52,19,58,64,50,52,59,69,250000.0,2000.0,1,2,2,Medium,10,57.8,55.75,54.75,36.0,Attacker
G. Korte,25,Netherlands,170.18,71.2,Normal,"RM,LM",84,85,76,69,70,60,51,56,63,63,33,35,23,55,64,56,35,59,52,40,62,58,62,71,42,58,82,60,62,66,67,775000.0,3000.0,1,3,3,Low,1,62.4,64.25,57.75,36.5,Attacker
R. Slater,19,England,172.72,64.9,Normal,CM,66,65,57,48,56,61,58,45,48,36,44,56,52,53,74,39,51,39,44,36,63,53,58,72,44,49,58,43,47,55,66,140000.0,1000.0,1,3,2,Low,11,55.2,48.75,59.5,51.25,Midfielder
M. Wassey,30,Canada,187.96,78.9,Normal,CM,62,63,68,64,68,69,65,67,59,55,62,57,56,69,65,60,55,50,61,66,61,63,62,56,56,64,66,65,57,66,66,600000.0,4000.0,1,3,3,Low,0,64.8,59.75,66.5,61.0,Midfielder
H. Darling,19,England,154.94,74.8,Lean,CB,69,71,49,28,37,39,24,36,18,24,46,58,56,68,69,24,51,26,24,21,34,78,21,53,44,42,64,48,25,54,68,130000.0,1000.0,1,3,2,Medium,14,38.0,26.0,42.0,57.0,Defender
T. Boyd,28,United States,187.96,82.1,Stocky,ST,53,53,54,54,62,57,35,41,67,66,25,34,22,83,52,32,78,70,43,38,75,76,63,78,26,64,55,63,64,67,67,825000.0,3000.0,1,3,2,Low,0,54.2,65.5,46.25,41.0,Attacker
M. Gelabert,37,Argentina,175.26,72.1,Normal,"CM,CDM",47,48,63,66,74,67,65,73,48,55,63,58,56,72,36,52,57,47,74,70,59,63,56,75,55,75,68,70,63,66,66,200000.0,3000.0,1,3,3,Low,0,58.0,57.0,60.25,62.25,Defender
Lee Tae Hee,23,Korea Republic,187.96,81.2,Normal,GK,42,46,33,12,19,29,21,35,16,17,22,18,12,67,31,17,12,18,35,13,35,53,19,25,10,62,50,59,30,63,71,400000.0,1000.0,1,3,1,Medium,8,24.6,20.0,29.0,29.75,Defender
R. Jack,27,Scotland,182.88,72.1,Normal,"CDM,CM",66,66,71,68,74,75,70,66,49,51,72,73,69,72,91,58,66,30,63,46,59,69,57,81,71,69,67,80,54,74,77,6000000.0,39000.0,1,3,3,Medium,3,69.8,56.75,75.5,71.5,Midfielder
P. Jensen,21,Denmark,195.58,88.9,Normal,GK,20,21,34,10,12,34,38,41,8,2,12,14,12,36,27,12,4,5,11,10,20,63,10,29,16,46,47,35,14,56,63,90000.0,1000.0,1,2,1,Low,7,24.0,10.0,35.0,18.5,Midfielder
K. Londoño,25,Colombia,154.94,72.1,Stocky,RM,69,75,52,63,66,65,64,68,65,60,66,54,65,65,80,71,37,42,50,31,56,47,52,33,60,62,65,60,45,68,71,1100000.0,2000.0,1,3,3,Medium,3,68.2,61.0,69.25,62.5,Midfielder
T. Broadbent,27,England,190.5,89.8,Stocky,CB,61,56,63,42,51,54,53,44,37,30,56,62,59,85,83,39,64,29,46,54,51,71,53,73,48,50,51,42,39,62,62,260000.0,3000.0,1,3,2,Low,0,52.0,40.0,58.5,65.5,Defender
C. Akono,19,Germany,190.5,74.8,Lean,CF,65,75,54,51,50,49,39,55,65,58,26,23,24,69,60,41,61,53,42,41,57,62,54,66,24,62,53,61,57,57,75,220000.0,1000.0,1,2,2,Medium,18,56.0,57.75,50.75,35.5,Attacker
B. Johnson,31,England,152.4,68.0,Normal,"CDM,CM",55,54,59,66,67,65,69,62,68,70,71,69,66,80,73,68,72,71,58,67,87,81,73,90,67,65,73,76,72,70,70,1200000.0,21000.0,1,2,3,Medium,0,66.8,72.75,67.25,71.5,Attacker
S. Villa,22,Colombia,152.4,71.2,Lean,"RW,LW,ST",83,84,83,73,69,63,52,63,63,67,26,25,26,50,72,68,35,38,39,35,54,55,40,53,45,66,70,65,50,69,79,1700000.0,10000.0,1,3,3,Medium,10,66.8,64.25,62.5,31.75,Attacker
Lee Ho Seung,29,Korea Republic,187.96,73.9,Normal,GK,33,23,36,11,18,25,15,57,18,18,21,10,12,64,26,10,13,17,12,14,20,41,16,16,12,63,35,61,16,66,66,450000.0,2000.0,1,3,1,Low,0,27.4,16.75,30.75,26.75,Midfielder
D. Hümmet,22,Turkey,187.96,79.8,Normal,ST,59,61,56,57,58,58,49,52,66,61,23,25,19,84,65,40,56,49,42,42,67,63,54,50,27,57,60,55,64,63,68,500000.0,1000.0,1,3,2,Medium,5,59.6,62.75,56.0,37.75,Attacker
P. Breier,27,Germany,185.42,77.1,Lean,"ST,RM,RW,LW",67,64,65,65,65,59,56,57,62,64,32,29,23,70,77,58,61,58,63,58,66,65,53,68,30,66,67,64,53,65,66,650000.0,1000.0,1,3,3,Low,1,64.0,64.25,62.25,38.5,Attacker
Yang Boyu,29,China PR,185.42,81.2,Normal,CB,49,55,49,36,39,37,30,28,28,21,53,63,56,81,65,30,58,21,25,23,37,72,27,46,63,45,53,57,32,59,59,120000.0,3000.0,1,2,2,Low,0,38.8,30.5,40.0,63.25,Defender
F. Boeckx,32,Belgium,154.94,79.8,Stocky,GK,32,36,44,15,34,37,37,56,15,14,26,10,17,73,24,15,13,12,13,19,34,56,13,26,23,63,47,66,26,71,71,1400000.0,10000.0,1,3,1,Medium,0,29.4,19.5,38.5,31.5,Midfielder
J. Veltman,27,Netherlands,182.88,74.8,Normal,"RB,CB",63,68,67,64,66,73,73,56,50,55,80,80,78,74,81,70,73,38,40,34,60,72,41,81,76,77,68,74,42,76,77,7500000.0,16000.0,2,4,2,Medium,1,64.8,57.25,70.75,78.0,Defender
S. Warmolts,24,Netherlands,175.26,68.9,Normal,CB,65,55,54,46,53,59,48,32,22,28,55,63,59,62,53,32,60,33,28,28,51,75,33,65,59,51,70,49,46,61,66,290000.0,1000.0,1,3,2,Low,5,42.4,36.75,48.0,59.75,Defender
A. Halliday,27,Scotland,172.72,67.1,Lean,"LB,CDM,CM",70,75,75,63,65,71,68,59,57,54,59,68,67,68,86,63,54,43,54,58,59,70,67,77,57,57,78,65,63,67,68,725000.0,15000.0,1,3,3,Medium,1,67.2,58.25,71.0,65.5,Midfielder
Kike PIna,22,Spain,165.1,62.1,Normal,LB,68,67,55,55,60,35,23,36,27,44,61,65,63,56,69,52,46,27,25,31,26,58,22,52,56,58,74,54,40,60,70,290000.0,2000.0,1,3,2,Medium,10,44.4,38.0,40.75,61.25,Defender
T. Mpati,26,Belgium,175.26,69.9,Lean,"RB,LB",75,81,74,64,61,61,54,52,39,41,61,67,59,61,71,59,56,41,30,34,46,75,24,71,63,66,72,60,31,65,67,525000.0,4000.0,1,3,2,Low,2,57.4,47.5,59.5,62.0,Defender
C. Tiéhi,20,Ivory Coast,152.4,78.0,Normal,CDM,63,55,65,51,61,62,58,49,33,33,59,58,54,60,58,48,53,32,42,42,52,58,37,62,55,58,64,55,46,59,70,240000.0,1000.0,1,3,2,Medium,11,50.6,42.25,56.75,57.75,Defender
R. Alvarez,20,Chile,175.26,68.9,Lean,"LM,LB",69,69,68,64,63,61,60,49,52,56,18,51,50,65,67,54,50,43,37,30,54,61,44,45,47,51,75,51,48,61,79,550000.0,1000.0,1,3,3,Medium,18,58.6,56.5,59.25,46.0,Midfielder
